"ticker";"2018";"2019";"2020";"2021";"2022";"2023"
"PAYC";57010000000;415260000000;326060000000;224920000000;118620000000;17140000000
"PYPL";598720000000;4126880000000;3274410000000;2220260000000;181190000000;70920000000
"PENN";52190000000;42960000000;313410000000;28780000000;14600000000;3630000000
"PNR";56470000000;47710000000;38810000000;212080000000;17390000000;11710000000
"PEP";5155660000000;4190100000000;3204940000000;2240180000000;1248890000000;241340000000
"PRGO";55260000000;47030000000;36100000000;25200000000;14580000000;4890000000
"PFE";5249540000000;4216820000000;3204600000000;2331430000000;1287620000000;202010000000
"PM";5103780000000;4132390000000;3128930000000;2147890000000;1156890000000;148520000000
"PSX";539290000000;449130000000;330540000000;231750000000;149190000000;52170000000
"PVH";57030000000;47670000000;36670000000;27460000000;14470000000;5230000000
"PNW";59550000000;410110000000;39000000000;27960000000;18600000000;8600000000
"PXD";522290000000;425050000000;318720000000;244400000000;154260000000;56480000000
"PNC";553420000000;469110000000;363130000000;284210000000;163700000000;48670000000
"POOL";55870000000;48510000000;314950000000;222680000000;111800000000;14370000000
"PPG";524110000000;431460000000;334060000000;240930000000;129550000000;33440000000
"PPL";520400000000;427520000000;321680000000;222560000000;121510000000;18250000000
"PFG";512340000000;415210000000;313620000000;219170000000;120530000000;18980000000
"PG";5229940000000;4308430000000;3345010000000;2392110000000;1359150000000;364220000000
"PGR";535180000000;442310000000;357870000000;259980000000;175880000000;79260000000
"PLD";536970000000;456310000000;373670000000;2124470000000;1104050000000;115100000000
"PRU";533490000000;437380000000;330910000000;240910000000;136600000000;35070000000
"PEG";526230000000;429760000000;329490000000;233740000000;130570000000;30190000000
"PTC";59830000000;48640000000;313950000000;214280000000;114180000000;17430000000
"PSA";535240000000;437140000000;340370000000;265680000000;149340000000;48620000000
"PHM";57200000000;410480000000;311560000000;214470000000;110370000000;18130000000
"QRVO";57460000000;413450000000;318960000000;217230000000;19180000000;10610000000
"QCOM";568860000000;4100840000000;3172290000000;2205720000000;1123240000000;128760000000
"PWR";54240000000;45790000000;310000000000;216330000000;120360000000;30820000000
"DGX";511240000000;414200000000;316060000000;221220000000;117810000000;14640000000
"RL";58130000000;48630000000;37580000000;28750000000;16970000000;7720000000
"RJF";510460000000;412420000000;313100000000;220830000000;122970000000;22220000000
"RTN";243240000000;161170000000;32560000000;0;0;0
"RTX";591730000000;4129440000000;3108600000000;2128810000000;1148350000000;125580000000
"O";519140000000;424560000000;321820000000;240500000000;139780000000;39830000000
"REG";59820000000;410540000000;37730000000;212900000000;110740000000;11360000000
"REGN";540710000000;441400000000;351550000000;267910000000;178570000000;90280000000
"RF";513710000000;416420000000;315480000000;220530000000;120140000000;17410000000
"RSG";523240000000;428570000000;330690000000;244210000000;140760000000;45840000000
"RMD";516310000000;422400000000;330800000000;238080000000;130480000000;24080000000
"RHI";56810000000;47260000000;37120000000;212410000000;18010000000;8080000000
"ROK";517980000000;423540000000;329130000000;240530000000;129550000000;36070000000
"ROL";511810000000;410850000000;319200000000;216830000000;117990000000;19400000000
"ROP";527550000000;436870000000;345200000000;251880000000;145820000000;53300000000
"ROST";530830000000;441780000000;343770000000;240370000000;139970000000;41450000000
"RCL";520430000000;427870000000;316750000000;219590000000;112610000000;25020000000
"CRM";5104780000000;4144260000000;3204220000000;2250310000000;1132580000000;215770000000
"SBAC";518200000000;426930000000;331320000000;242310000000;130260000000;24020000000
"SLB";549890000000;455650000000;330380000000;242030000000;175800000000;85440000000
"STX";510920000000;415630000000;315970000000;224790000000;110860000000;15280000000
"SEE";55420000000;46150000000;37100000000;29990000000;17210000000;5400000000
"SRE";529640000000;444230000000;336750000000;242240000000;148570000000;44080000000
"NOW";532080000000;453480000000;3107380000000;2129170000000;178430000000;120530000000
"SHW";536630000000;453770000000;366740000000;292330000000;161500000000;70660000000
"SBNY";55650000000;47310000000;37240000000;219610000000;17250000000;3460000
"SPG";551910000000;447730000000;327980000000;252500000000;143960000000;43020000000
"SWKS";511660000000;420610000000;325390000000;225650000000;114590000000;17480000000
"SLG";56610000000;47270000000;34320000000;24590000000;12170000000;2530000000
"SNA";58070000000;49250000000;39270000000;211530000000;112140000000;14310000000
"SEDG";51610000000;44640000000;316340000000;214730000000;115830000000;9150000000
"SO";545400000000;467070000000;364880000000;272680000000;177740000000;73300000000
"LUV";525680000000;428010000000;327510000000;225350000000;119990000000;18710000000
"SPGI";542310000000;466620000000;379090000000;2113730000000;1109120000000;125440000000
"SWK";518110000000;425440000000;328600000000;230750000000;111110000000;14470000000
"SBUX";580060000000;4103260000000;3125560000000;2137220000000;1113860000000;112240000000
"STT";523960000000;428260000000;325670000000;234030000000;128460000000;22250000000
"STLD";56760000000;47300000000;37750000000;212310000000;117150000000;17770000000
"STE";59030000000;412920000000;316170000000;224340000000;118430000000;22800000000
"SYK";558680000000;478620000000;392080000000;2100880000000;192520000000;108020000000
"SIVB";59980000000;412960000000;320080000000;239840000000;113600000000;6270000000
"SYF";516860000000;422170000000;320260000000;224430000000;114800000000;13650000000
"SNPS";512590000000;420950000000;339670000000;256540000000;148660000000;70040000000
"SYY";532170000000;443520000000;337820000000;240260000000;138740000000;35490000000
"TTWO";511640000000;413870000000;323910000000;220490000000;117470000000;24080000000
"TPR";59780000000;47440000000;38620000000;211170000000;19170000000;7660000000
"TRGP";58340000000;49500000000;36040000000;211960000000;116630000000;19580000000
"TGT";534480000000;464960000000;388400000000;2110880000000;168600000000;57940000000
"FTI";59090000000;49470000000;34270000000;22660000000;15440000000;8560000000
"TEL";525660000000;432050000000;340040000000;252620000000;136410000000;41830000000
"TDY";57470000000;412660000000;314450000000;220380000000;118740000000;19790000000
"TFX";511890000000;417440000000;319160000000;215380000000;111700000000;10030000000
"TER";55500000000;411340000000;319900000000;226650000000;113600000000;16700000000
"TSLA";557440000000;475710000000;3668900000000;21061000000000;1388970000000;777650000000
"TXN";589310000000;4119570000000;3150660000000;2174140000000;1149940000000;154190000000
"TXT";510830000000;410180000000;311060000000;217010000000;114780000000;15490000000
"HIG";515960000000;421850000000;317550000000;223490000000;124120000000;22150000000
"MOS";511250000000;48190000000;38720000000;214550000000;114930000000;13240000000
"TMO";589990000000;4129530000000;3184600000000;2262920000000;1215970000000;215050000000
"TRV";531560000000;434990000000;335550000000;237730000000;143930000000;37150000000
"TIF";39810000000;216030000000;116040000000;16040000000;0;0
"TJX";555170000000;473460000000;381990000000;290560000000;191970000000;105980000000
"TMUS";554070000000;467190000000;3167370000000;2144860000000;1174180000000;161560000000
"TSCO";510160000000;411040000000;316370000000;227150000000;124850000000;23990000000
"TT";522060000000;431670000000;334850000000;247990000000;138710000000;46870000000
"TDG";517970000000;430030000000;333680000000;235150000000;134230000000;50280000000
"TRMB";58250000000;410380000000;316700000000;221880000000;112460000000;13670000000
"TROW";521970000000;428650000000;334270000000;245060000000;124370000000;25320000000
"TFC";533060000000;475590000000;364610000000;277740000000;157090000000;41150000000
"TWTR";521960000000;424980000000;343060000000;234550000000;138170000000;41090000000
"TYL";57110000000;411790000000;317600000000;222040000000;113420000000;16690000000
"TSN";519500000000;433230000000;323500000000;231640000000;122270000000;18690000000
"UDR";510910000000;413750000000;311310000000;218540000000;121130000000;14010000000
"ULTA";514520000000;414460000000;316170000000;222310000000;123860000000;20470000000
"UA";57580000000;49200000000;37270000000;29290000000;14290000000;3310000000
"UNP";5100220000000;4125120000000;3140310000000;2161950000000;1127300000000;134700000000
"UAL";522590000000;422120000000;312650000000;214170000000;112320000000;16300000000
"UNH";5239150000000;4278690000000;3332730000000;2472940000000;1495370000000;443390000000
"URI";58180000000;412400000000;316720000000;224060000000;124630000000;33530000000
"UHS";510640000000;412430000000;311680000000;210420000000;110060000000;9330000000
"UNM";56300000000;45910000000;34670000000;24970000000;18160000000;9750000000
"UPS";583680000000;4100320000000;3145560000000;2186290000000;1150350000000;143540000000
"USB";573500000000;490960000000;370180000000;283350000000;166730000000;57710000000
"VLO";531300000000;438330000000;323060000000;230700000000;148900000000;47170000000
"VAR";310330000000;212910000000;115980000000;16260000000;0;0
"VTR";520890000000;421520000000;318360000000;220400000000;118000000000;17330000000
"VRSN";517800000000;422480000000;324690000000;228190000000;121770000000;21150000000
"VRSK";517870000000;424360000000;333750000000;236860000000;127580000000;35210000000
"VZ";5232300000000;4253930000000;3243110000000;2218110000000;1165470000000;146550000000
"VRTX";542280000000;456700000000;361450000000;255880000000;174120000000;90610000000
"VFC";528210000000;439310000000;333310000000;228750000000;110720000000;7950000000
"VTRS";514130000000;410370000000;322610000000;216360000000;113490000000;12940000000
"VICI";57600000000;411770000000;313680000000;218930000000;131200000000;31400000000
"V";5299350000000;4416790000000;3482170000000;2469420000000;1439950000000;516010000000
"VNT";0;0;35620000000;25190000000;13050000000;4950000000
"VNO";511810000000;412700000000;37140000000;28020000000;14280000000;5080000000
"VMC";513010000000;419060000000;319650000000;227540000000;123270000000;29610000000
"WAB";56780000000;414910000000;313930000000;217200000000;118150000000;20320000000
"WBA";564460000000;452230000000;334450000000;245020000000;132210000000;20220000000
"WMT";5270620000000;4337160000000;3407840000000;2401350000000;1382370000000;435080000000
"DIS";5164470000000;4257580000000;3328020000000;2281530000000;1158430000000;149380000000
"WBD";0;0;0;0;122810000000;27820000000
"WM";537730000000;448350000000;349830000000;269810000000;164390000000;63590000000
"WAT";513790000000;414620000000;315350000000;222740000000;120350000000;16600000000
"WEC";521850000000;429090000000;329020000000;230610000000;129570000000;26210000000
"WFC";5211100000000;4222430000000;3124770000000;2186440000000;1157330000000;152380000000
"WELL";526630000000;433550000000;326960000000;237330000000;130970000000;42860000000
"WDC";510750000000;418870000000;316850000000;220320000000;110020000000;14790000000
"WU";57520000000;411190000000;39010000000;27170000000;15310000000;4670000000
"WST";57260000000;411130000000;320940000000;234740000000;117420000000;30110000000
"WRK";59630000000;411080000000;311450000000;211670000000;18940000000;8410000000
"WY";516310000000;422500000000;325020000000;230770000000;122810000000;23930000000
"WHR";56830000000;49290000000;311280000000;213840000000;17700000000;7780000000
"WMB";526680000000;428740000000;324330000000;231630000000;140080000000;42190000000
"WTW";519570000000;425980000000;327150000000;229590000000;126470000000;21780000000
"WRB";59010000000;412670000000;311830000000;214560000000;119260000000;16070000000
"GWW";515770000000;418170000000;321910000000;226690000000;128100000000;35530000000
"WYNN";510600000000;414900000000;312170000000;29830000000;19340000000;11580000000
"XEL";525320000000;433300000000;335820000000;236820000000;138360000000;31160000000
"XRX";54530000000;47830000000;34600000000;23600000000;12270000000;2580000000
"XLNX";421550000000;324320000000;234750000000;152550000000;48410000000;0
"XYL";511980000000;414190000000;318340000000;221620000000;119920000000;24700000000
"YUM";528120000000;430210000000;332740000000;240700000000;136070000000;36320000000
"ZBRA";58570000000;413790000000;320490000000;231800000000;113230000000;14160000000
"ZBH";521150000000;430830000000;331930000000;226530000000;126750000000;24960000000
"ZION";57640000000;48560000000;37120000000;29570000000;17350000000;5390000000
"ZTS";541020000000;462930000000;378650000000;2115450000000;168300000000;88620000000
"MMM";5109860000000;4101470000000;3100820000000;2101570000000;166280000000;59030000000
